Date Time,Station ID,Expected Station Size,Total Docks Installed,Number of Faulty Docks,Total Bikes At Station Per Model,Number of Available Bikes Per Model,Number of Inoperative Bikes Per Model,Geofence Occupancy Ratio,Geofence Capacity,Geofence Total Bikes,Geofence Available Bikes,Geofence Operative Bikes,Geofence Inoperative Bikes,Station Groups,Station Cluster,Station Crown
2025-11-30 00:01:54,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-01 00:01:55,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-01 13:19:39,60,19,19,0,efit: 7,efit: 7,,,,0,0,0,0,2,,
2025-12-01 14:34:55,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-01 15:29:05,60,19,19,0,efit: 9,efit: 9,,,,0,0,0,0,2,,
2025-12-01 17:54:25,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-02 00:00:14,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-02 08:18:37,60,19,19,0,efit: 5,efit: 5,,,,0,0,0,0,2,,
2025-12-02 08:19:59,60,19,19,0,efit: 3,efit: 3,,,,0,0,0,0,2,,
2025-12-02 08:33:41,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-02 16:52:31,60,19,19,0,efit: 9,efit: 9,,,,0,0,0,0,2,,
2025-12-02 16:55:27,60,19,19,0,efit: 8,efit: 8,,,,0,0,0,0,2,,
2025-12-02 17:35:36,60,19,19,0,efit: 9,efit: 9,,,,0,0,0,0,2,,
2025-12-03 00:01:57,60,19,19,0,efit: 9,efit: 9,,,,0,0,0,0,2,,
2025-12-03 15:44:14,60,19,19,0,efit: 10,efit: 10,,,,0,0,0,0,2,,
2025-12-03 19:25:01,60,19,19,0,efit: 10,efit: 9,,,,0,0,0,0,2,,
2025-12-03 21:37:12,60,19,19,0,efit: 10,efit: 10,,,,0,0,0,0,2,,
2025-12-03 21:39:05,60,19,19,0,efit: 10,efit: 9,,,,0,0,0,0,2,,
2025-12-04 00:01:00,60,19,19,0,efit: 10,efit: 10,,,,0,0,0,0,2,,
2025-12-04 00:02:38,60,19,19,0,efit: 10,efit: 9,,,,0,0,0,0,2,,
2025-12-04 11:22:33,60,19,19,0,efit: 9,efit: 9,,,,0,0,0,0,2,,
2025-12-04 11:24:40,60,19,19,0,efit: 10,efit: 10,,,,0,0,0,0,2,,
2025-12-04 16:00:30,60,19,19,0,efit: 11,efit: 11,,,,0,0,0,0,2,,
2025-12-05 00:00:11,60,19,19,0,efit: 11,efit: 11,,,,0,0,0,0,2,,
2025-12-05 13:14:17,60,19,19,0,efit: 12,efit: 12,,,,0,0,0,0,2,,
2025-12-05 14:43:17,60,19,19,0,efit: 13,efit: 13,,,,0,0,0,0,2,,
2025-12-05 16:48:43,60,19,19,0,efit: 14,efit: 14,,,,0,0,0,0,2,,
2025-12-05 18:57:57,60,19,19,0,efit: 14,efit: 13,,,,0,0,0,0,2,,
2025-12-05 19:13:00,60,19,19,0,efit: 13,efit: 12,,,,0,0,0,0,2,,
2025-12-05 19:28:03,60,19,19,0,efit: 14,efit: 13,,,,0,0,0,0,2,,
2025-12-05 22:04:50,60,19,19,0,efit: 14,efit: 12,,,,0,0,0,0,2,,
2025-12-06 00:00:16,60,19,19,0,efit: 14,efit: 12,,,,0,0,0,0,2,,
